"iso3c","day","deaths","cases"
"EST",2020-04-23,45,1592
"SWZ",2020-04-23,1,31
"ETH",2020-04-23,3,116
"FJI",2020-04-23,0,18
"FIN",2020-04-23,173,4284
"FRA",2020-04-23,21796,155881
"GAB",2020-04-23,2,167
"GMB",2020-04-23,1,10
"GEO",2020-04-23,5,425
"DEU",2020-04-23,5606,153129
"GHA",2020-04-23,9,1154
"GRC",2020-04-23,125,2463
"GRD",2020-04-23,0,15
"GTM",2020-04-23,11,384
"GIN",2020-04-23,6,862
"GNB",2020-04-23,0,50
"GUY",2020-04-23,7,70
"HTI",2020-04-23,4,58
"VAT",2020-04-23,0,9
"HND",2020-04-23,47,519
"HUN",2020-04-23,239,2284
"ISL",2020-04-23,16,1789
"IND",2020-04-23,722,23077
"IDN",2020-04-23,647,7775
"IRN",2020-04-23,5481,87026
"IRQ",2020-04-23,83,1677
"IRL",2020-04-23,794,17607
"ISR",2020-04-23,196,14895
"ITA",2020-04-23,25549,189973
"JAM",2020-04-23,6,257
"JPN",2020-04-23,351,12469
"JOR",2020-04-23,7,437
"KAZ",2020-04-23,21,2289
"KEN",2020-04-23,14,320
"KIR",2020-04-23,0,0
"KOR",2020-04-23,240,10708
"XXK",2020-04-23,18,630
"KWT",2020-04-23,14,2399
"KGZ",2020-04-23,8,631
"LAO",2020-04-23,0,19
"LVA",2020-04-23,11,778
"LBN",2020-04-23,22,688
"LSO",2020-04-23,0,0
"LBR",2020-04-23,8,101
"LBY",2020-04-23,2,60
"LIE",2020-04-23,1,81
"LTU",2020-04-23,27,1272
"LUX",2020-04-23,85,3665
"MDG",2020-04-23,0,121
"MWI",2020-04-23,3,33
"MYS",2020-04-23,95,5603
"MDV",2020-04-23,0,108
"MLI",2020-04-23,21,309
"MLT",2020-04-23,3,445
"MHL",2020-04-23,0,0
"MRT",2020-04-23,1,7
"MUS",2020-04-23,9,331
"MEX",2020-04-23,1069,11633
"FSM",2020-04-23,0,0
"MDA",2020-04-23,80,2926
"MCO",2020-04-23,4,94
"MNG",2020-04-23,0,36
"MNE",2020-04-23,5,316
"MAR",2020-04-23,155,3568
"MOZ",2020-04-23,0,46
"NAM",2020-04-23,0,16
"NPL",2020-04-23,0,48
"NLD",2020-04-23,4177,35729
"NZL",2020-04-23,17,1456
"NIC",2020-04-23,3,11
"NER",2020-04-23,24,671
"NGA",2020-04-23,31,981
"MKD",2020-04-23,56,1300
"NOR",2020-04-23,194,7401
"OMN",2020-04-23,9,1716
"PAK",2020-04-23,253,11940
"PAN",2020-04-23,146,5166
"PNG",2020-04-23,0,8
"PRY",2020-04-23,9,213
"PER",2020-04-23,572,20914
"PHL",2020-04-23,464,6981
"POL",2020-04-23,454,10511
"PRT",2020-04-23,820,22353
"QAT",2020-04-23,10,7764
"ROU",2020-04-23,545,10096
"RUS",2020-04-23,555,62773
"RWA",2020-04-23,0,154
"KNA",2020-04-23,0,15
"LCA",2020-04-23,0,15
"VCT",2020-04-23,0,13
"WSM",2020-04-23,0,0
"SMR",2020-04-23,40,501
"STP",2020-04-23,0,4
"SAU",2020-04-23,121,13930
"SEN",2020-04-23,6,479
"SRB",2020-04-23,142,7276
"SYC",2020-04-23,0,11
"SLE",2020-04-23,1,64
"SGP",2020-04-23,12,11178
"SVK",2020-04-23,16,1325
"SVN",2020-04-23,79,1366
"SLB",2020-04-23,0,0
"SOM",2020-04-23,16,328
"ZAF",2020-04-23,75,3953
"SSD",2020-04-23,0,5
"ESP",2020-04-23,22157,213024
"LKA",2020-04-23,7,368
"SDN",2020-04-23,16,162
"SUR",2020-04-23,1,10
"SWE",2020-04-23,2253,17311
"CHE",2020-04-23,1549,28496
"SYR",2020-04-23,3,42
"TWN",2020-04-23,6,427
"TJK",2020-04-23,0,0
"TZA",2020-04-23,10,284
"THA",2020-04-23,50,2839
"TLS",2020-04-23,0,23
"TGO",2020-04-23,6,88
"TTO",2020-04-23,8,115
"TUN",2020-04-23,38,918
"TUR",2020-04-23,2491,101790
"USA",2020-04-23,52638,887956
"UGA",2020-04-23,0,74
"UKR",2020-04-23,187,7170
"ARE",2020-04-23,56,8756
"GBR",2020-04-23,21802,145540
"URY",2020-04-23,12,557
"UZB",2020-04-23,7,1758
"VUT",2020-04-23,0,0
"VEN",2020-04-23,10,311
"VNM",2020-04-23,0,268
"PSE",2020-04-23,2,336
"YEM",2020-04-23,0,1
"ZMB",2020-04-23,3,76
"ZWE",2020-04-23,4,28
"AUS",2020-04-23,75,6662
"CAN",2020-04-23,2850,43299
"CHN",2020-04-23,4636,83884
"AFG",2020-04-24,43,1331
"ALB",2020-04-24,27,678
"DZA",2020-04-24,415,3127
"AND",2020-04-24,40,731
"AGO",2020-04-24,2,25
"ATG",2020-04-24,3,24
"ARG",2020-04-24,176,3607
"ARM",2020-04-24,27,1596
"AUT",2020-04-24,530,15071
"AZE",2020-04-24,21,1592
"BHS",2020-04-24,11,73
"BHR",2020-04-24,8,2518
"BGD",2020-04-24,131,4689
"BRB",2020-04-24,6,77
"BLR",2020-04-24,63,8773
"BEL",2020-04-24,6679,44293
"BLZ",2020-04-24,2,18
"BEN",2020-04-24,1,54
"BTN",2020-04-24,0,7
"BOL",2020-04-24,44,807
"BIH",2020-04-24,55,1421
"BWA",2020-04-24,1,22
"BRA",2020-04-24,3704,54043
"BRN",2020-04-24,1,138
"BGR",2020-04-24,54,1234
"BFA",2020-04-24,41,629
"MMR",2020-04-24,5,144
"BDI",2020-04-24,1,11
"CPV",2020-04-24,1,88
"KHM",2020-04-24,0,122
"CMR",2020-04-24,43,1430
"CAF",2020-04-24,0,16
"TCD",2020-04-24,0,40
"CHL",2020-04-24,174,13174
"COL",2020-04-24,225,4881
"COM",2020-04-24,0,0
"COG",2020-04-24,6,200
"COD",2020-04-24,25,394
"CRI",2020-04-24,6,687
"CIV",2020-04-24,14,1077
"HRV",2020-04-24,51,2009
"CUB",2020-04-24,49,1285
"CYP",2020-04-24,16,804
"CZE",2020-04-24,214,7273
"DNK",2020-04-24,403,8210
"DJI",2020-04-24,2,999
"DMA",2020-04-24,0,16
"DOM",2020-04-24,267,5749
"ECU",2020-04-24,576,22719
"EGY",2020-04-24,294,4092
"SLV",2020-04-24,8,274
"GNQ",2020-04-24,1,214
"ERI",2020-04-24,0,39
"EST",2020-04-24,46,1605
"SWZ",2020-04-24,1,36
"ETH",2020-04-24,3,117
"FJI",2020-04-24,0,18
"FIN",2020-04-24,178,4395
"FRA",2020-04-24,22185,158653
"GAB",2020-04-24,3,172
"GMB",2020-04-24,1,10
"GEO",2020-04-24,5,444
"DEU",2020-04-24,5791,154999
"GHA",2020-04-24,10,1279
"GRC",2020-04-24,130,2490
"GRD",2020-04-24,0,15
"GTM",2020-04-24,11,430
"GIN",2020-04-24,6,954
"GNB",2020-04-24,0,52
"GUY",2020-04-24,7,73
"HTI",2020-04-24,4,62
"VAT",2020-04-24,0,9
"HND",2020-04-24,55,591
"HUN",2020-04-24,262,2443
"ISL",2020-04-24,16,1789
"IND",2020-04-24,781,24530
"IDN",2020-04-24,689,8211
"IRN",2020-04-24,5574,88194
"IRQ",2020-04-24,86,1708
"IRL",2020-04-24,1014,18184
"ISR",2020-04-24,199,15143
"ITA",2020-04-24,25969,192994
"JAM",2020-04-24,7,288
"JPN",2020-04-24,360,12854
"JOR",2020-04-24,7,441
"KAZ",2020-04-24,26,2482
"KEN",2020-04-24,14,336
"KIR",2020-04-24,0,0
"KOR",2020-04-24,240,10718
"XXK",2020-04-24,19,669
"KWT",2020-04-24,15,2614
"KGZ",2020-04-24,8,665
"LAO",2020-04-24,0,19
"LVA",2020-04-24,12,784
"LBN",2020-04-24,22,696
"LSO",2020-04-24,0,0
"LBR",2020-04-24,8,117
"LBY",2020-04-24,2,61
"LIE",2020-04-24,1,81
"LTU",2020-04-24,28,1291
"LUX",2020-04-24,87,3695
"MDG",2020-04-24,0,122
"MWI",2020-04-24,3,33
"MYS",2020-04-24,96,5691
"MDV",2020-04-24,0,129
"MLI",2020-04-24,21,325
"MLT",2020-04-24,3,447
"MHL",2020-04-24,0,0
"MRT",2020-04-24,1,7
"MUS",2020-04-24,9,331
"MEX",2020-04-24,1221,12872
"FSM",2020-04-24,0,0
"MDA",2020-04-24,84,3110
"MCO",2020-04-24,4,94
"MNG",2020-04-24,0,37
"MNE",2020-04-24,6,319
"MAR",2020-04-24,158,3758
"MOZ",2020-04-24,0,65
"NAM",2020-04-24,0,16
"NPL",2020-04-24,0,49
"NLD",2020-04-24,4289,36535
"NZL",2020-04-24,18,1461
"NIC",2020-04-24,3,11
"NER",2020-04-24,24,681
"NGA",2020-04-24,32,1095
"MKD",2020-04-24,57,1326
"NOR",2020-04-24,199,7463
"OMN",2020-04-24,10,1790
"PAK",2020-04-24,269,12723
"PAN",2020-04-24,154,5338
"PNG",2020-04-24,0,8
"PRY",2020-04-24,9,223
"PER",2020-04-24,634,21648
"PHL",2020-04-24,479,7192
"POL",2020-04-24,494,10892
"PRT",2020-04-24,854,22797
"QAT",2020-04-24,10,8525
"ROU",2020-04-24,567,10417
"RUS",2020-04-24,615,68622
"RWA",2020-04-24,0,176
"KNA",2020-04-24,0,15
"LCA",2020-04-24,0,15
"VCT",2020-04-24,0,14
"WSM",2020-04-24,0,0
"SMR",2020-04-24,40,513
"STP",2020-04-24,0,4
"SAU",2020-04-24,127,15102
"SEN",2020-04-24,7,545
"SRB",2020-04-24,147,7483
"SYC",2020-04-24,0,11
"SLE",2020-04-24,2,82
"SGP",2020-04-24,12,12075
"SVK",2020-04-24,18,1360
"SVN",2020-04-24,80,1373
"SLB",2020-04-24,0,0
"SOM",2020-04-24,16,328
"ZAF",2020-04-24,79,4220
"SSD",2020-04-24,0,5
"ESP",2020-04-24,22524,202990
"LKA",2020-04-24,7,420
"SDN",2020-04-24,16,174
"SUR",2020-04-24,1,10
"SWE",2020-04-24,2384,18090
"CHE",2020-04-24,1589,28677
"SYR",2020-04-24,3,42
"TWN",2020-04-24,6,428
"TJK",2020-04-24,0,0
"TZA",2020-04-24,10,299
"THA",2020-04-24,50,2854
"TLS",2020-04-24,0,24
"TGO",2020-04-24,6,90
"TTO",2020-04-24,8,115
"TUN",2020-04-24,38,922
"TUR",2020-04-24,2600,104912
"USA",2020-04-24,54824,920283
"UGA",2020-04-24,0,75
"UKR",2020-04-24,201,7647
"ARE",2020-04-24,64,9281
"GBR",2020-04-24,22812,150513
"URY",2020-04-24,12,563
"UZB",2020-04-24,8,1804
"VUT",2020-04-24,0,0
"VEN",2020-04-24,10,318
"VNM",2020-04-24,0,270
"PSE",2020-04-24,2,340
"YEM",2020-04-24,0,1
"ZMB",2020-04-24,3,84
"ZWE",2020-04-24,4,29
"AUS",2020-04-24,79,6677
"CAN",2020-04-24,3030,44919
"CHN",2020-04-24,4636,83899
"AFG",2020-04-25,47,1464
"ALB",2020-04-25,27,712
"DZA",2020-04-25,419,3256
"AND",2020-04-25,40,738
"AGO",2020-04-25,2,25
"ATG",2020-04-25,3,24
"ARG",2020-04-25,185,3780
"ARM",2020-04-25,28,1677
"AUT",2020-04-25,536,15148
"AZE",2020-04-25,21,1617
"BHS",2020-04-25,11,78
"BHR",2020-04-25,8,2588
"BGD",2020-04-25,140,4998
"BRB",2020-04-25,6,79
"BLR",2020-04-25,67,9590
"BEL",2020-04-25,6917,45325
"BLZ",2020-04-25,2,18
"BEN",2020-04-25,1,54
"BTN",2020-04-25,0,7
"BOL",2020-04-25,46,866
"BIH",2020-04-25,57,1486
"BWA",2020-04-25,1,22
"BRA",2020-04-25,4057,59324
"BRN",2020-04-25,1,138
"BGR",2020-04-25,55,1247
"BFA",2020-04-25,41,629
"MMR",2020-04-25,5,146
"BDI",2020-04-25,1,11
"CPV",2020-04-25,1,90
"KHM",2020-04-25,0,122
"CMR",2020-04-25,53,1518
"CAF",2020-04-25,0,16
"TCD",2020-04-25,0,46
"CHL",2020-04-25,181,14537
"COL",2020-04-25,233,5142
"COM",2020-04-25,0,0
"COG",2020-04-25,6,200
"COD",2020-04-25,28,416
"CRI",2020-04-25,6,693
"CIV",2020-04-25,14,1077
"HRV",2020-04-25,54,2016
"CUB",2020-04-25,51,1337
"CYP",2020-04-25,16,810
"CZE",2020-04-25,218,7352
"DNK",2020-04-25,418,8445
"DJI",2020-04-25,2,1008
"DMA",2020-04-25,0,16
"DOM",2020-04-25,273,5926
"ECU",2020-04-25,576,22719
"EGY",2020-04-25,307,4319
"SLV",2020-04-25,8,274
"GNQ",2020-04-25,1,258
"ERI",2020-04-25,0,39
"EST",2020-04-25,46,1635
"SWZ",2020-04-25,1,56
"ETH",2020-04-25,3,122
"FJI",2020-04-25,0,18
"FIN",2020-04-25,187,4475
"FRA",2020-04-25,22554,160295
"GAB",2020-04-25,3,176
"GMB",2020-04-25,1,10
"GEO",2020-04-25,5,456
"DEU",2020-04-25,5908,156513
"GHA",2020-04-25,10,1279
"GRC",2020-04-25,130,2506
"GRD",2020-04-25,0,18
"GTM",2020-04-25,13,473
"GIN",2020-04-25,7,996
"GNB",2020-04-25,0,52
"GUY",2020-04-25,7,73
"HTI",2020-04-25,6,72
"VAT",2020-04-25,0,9
"HND",2020-04-25,59,627
"HUN",2020-04-25,262,2443
"ISL",2020-04-25,16,1790
"IND",2020-04-25,826,26283
"IDN",2020-04-25,720,8607
"IRN",2020-04-25,5650,89328
"IRQ",2020-04-25,86,1763
"IRL",2020-04-25,1063,18561
"ISR",2020-04-25,202,15302
"ITA",2020-04-25,26384,195351
"JAM",2020-04-25,7,305
"JPN",2020-04-25,379,13186
"JOR",2020-04-25,7,444
"KAZ",2020-04-25,26,2601
"KEN",2020-04-25,14,343
"KIR",2020-04-25,0,0
"KOR",2020-04-25,242,10728
"XXK",2020-04-25,19,703
"KWT",2020-04-25,19,2892
"KGZ",2020-04-25,8,665
"LAO",2020-04-25,0,19
"LVA",2020-04-25,12,804
"LBN",2020-04-25,24,704
"LSO",2020-04-25,0,0
"LBR",2020-04-25,11,120
"LBY",2020-04-25,2,61
"LIE",2020-04-25,1,81
"LTU",2020-04-25,29,1301
"LUX",2020-04-25,87,3711
"MDG",2020-04-25,0,123
"MWI",2020-04-25,3,33
"MYS",2020-04-25,98,5742
"MDV",2020-04-25,0,177
"MLI",2020-04-25,21,370
"MLT",2020-04-25,4,448
"MHL",2020-04-25,0,0
"MRT",2020-04-25,1,7
"MUS",2020-04-25,9,331
"MEX",2020-04-25,1305,13842
"FSM",2020-04-25,0,0
"MDA",2020-04-25,94,3304
"MCO",2020-04-25,4,94
"MNG",2020-04-25,0,37
"MNE",2020-04-25,6,320
"MAR",2020-04-25,159,3897
"MOZ",2020-04-25,0,70
"NAM",2020-04-25,0,16
"NPL",2020-04-25,0,49
"NLD",2020-04-25,4409,37190
"NZL",2020-04-25,18,1470
"NIC",2020-04-25,3,12
"NER",2020-04-25,27,684
"NGA",2020-04-25,35,1182
"MKD",2020-04-25,59,1367
"NOR",2020-04-25,201,7499
"OMN",2020-04-25,10,1905
"PAK",2020-04-25,281,13328
"PAN",2020-04-25,159,5538
"PNG",2020-04-25,0,8
"PRY",2020-04-25,9,228
"PER",2020-04-25,700,25331
"PHL",2020-04-25,496,7294
"POL",2020-04-25,524,11273
"PRT",2020-04-25,880,23392
"QAT",2020-04-25,10,9358
"ROU",2020-04-25,601,10635
"RUS",2020-04-25,681,74588
"RWA",2020-04-25,0,183
"KNA",2020-04-25,0,15
"LCA",2020-04-25,0,15
"VCT",2020-04-25,0,14
"WSM",2020-04-25,0,0
"SMR",2020-04-25,40,513
"STP",2020-04-25,0,4
"SAU",2020-04-25,136,16299
"SEN",2020-04-25,7,614
"SRB",2020-04-25,154,7779
"SYC",2020-04-25,0,11
"SLE",2020-04-25,2,82
"SGP",2020-04-25,12,12693
"SVK",2020-04-25,18,1373
"SVN",2020-04-25,81,1388
"SLB",2020-04-25,0,0
"SOM",2020-04-25,18,390
"ZAF",2020-04-25,86,4361
"SSD",2020-04-25,0,5
"ESP",2020-04-25,22902,205905
"LKA",2020-04-25,7,460
"SDN",2020-04-25,17,213
"SUR",2020-04-25,1,10
"SWE",2020-04-25,2424,18563
"CHE",2020-04-25,1599,28894
"SYR",2020-04-25,3,42
"TWN",2020-04-25,6,429
"TJK",2020-04-25,0,0
"TZA",2020-04-25,10,299
"THA",2020-04-25,51,2907
"TLS",2020-04-25,0,24
"TGO",2020-04-25,6,96
"TTO",2020-04-25,8,115
"TUN",2020-04-25,38,939
"TUR",2020-04-25,2706,107773
"USA",2020-04-25,56542,950663
"UGA",2020-04-25,0,75
"UKR",2020-04-25,201,8125
"ARE",2020-04-25,71,9813
"GBR",2020-04-25,23627,154261
"URY",2020-04-25,14,596
"UZB",2020-04-25,8,1862
"VUT",2020-04-25,0,0
"VEN",2020-04-25,10,323
"VNM",2020-04-25,0,270
"PSE",2020-04-25,2,342
"YEM",2020-04-25,0,1
"ZMB",2020-04-25,3,84
"ZWE",2020-04-25,4,31
"AUS",2020-04-25,80,6694
"CAN",2020-04-25,3217,46371
"CHN",2020-04-25,4636,83909
"AFG",2020-04-26,52,1532
"ALB",2020-04-26,28,726
"DZA",2020-04-26,425,3382
"AND",2020-04-26,40,738
"AGO",2020-04-26,2,26
"ATG",2020-04-26,3,24
"ARG",2020-04-26,192,3892
"ARM",2020-04-26,28,1746
"AUT",2020-04-26,542,15225
"AZE",2020-04-26,21,1645
"BHS",2020-04-26,11,80
"BHR",2020-04-26,8,2647
"BGD",2020-04-26,145,5416
"BRB",2020-04-26,6,79
"BLR",2020-04-26,72,10463
"BEL",2020-04-26,7094,46134
"BLZ",2020-04-26,2,18
"BEN",2020-04-26,1,64
"BTN",2020-04-26,0,7
"BOL",2020-04-26,50,950
"BIH",2020-04-26,59,1516
"BWA",2020-04-26,1,22
"BRA",2020-04-26,4286,63100
"BRN",2020-04-26,1,138
"BGR",2020-04-26,56,1300
"BFA",2020-04-26,42,632
"MMR",2020-04-26,5,146
"BDI",2020-04-26,1,11
"CPV",2020-04-26,1,106
"KHM",2020-04-26,0,122
"CMR",2020-04-26,56,1621
"CAF",2020-04-26,0,19
"TCD",2020-04-26,0,46
"CHL",2020-04-26,189,15010
"COL",2020-04-26,244,5379
"COM",2020-04-26,0,0
"COG",2020-04-26,6,200
"COD",2020-04-26,28,442
"CRI",2020-04-26,6,695
"CIV",2020-04-26,14,1150
"HRV",2020-04-26,55,2030
"CUB",2020-04-26,54,1369
"CYP",2020-04-26,16,817
"CZE",2020-04-26,220,7404
"DNK",2020-04-26,422,8575
"DJI",2020-04-26,2,1023
"DMA",2020-04-26,0,16
"DOM",2020-04-26,278,6135
"ECU",2020-04-26,576,22719
"EGY",2020-04-26,317,4534
"SLV",2020-04-26,8,298
"GNQ",2020-04-26,1,258
"ERI",2020-04-26,0,39
"EST",2020-04-26,49,1643
"SWZ",2020-04-26,1,59
"ETH",2020-04-26,3,123
"FJI",2020-04-26,0,18
"FIN",2020-04-26,191,4576
"FRA",2020-04-26,22796,160907
"GAB",2020-04-26,3,176
"GMB",2020-04-26,1,10
"GEO",2020-04-26,6,486
"DEU",2020-04-26,6007,157770
"GHA",2020-04-26,11,1550
"GRC",2020-04-26,134,2517
"GRD",2020-04-26,0,18
"GTM",2020-04-26,15,500
"GIN",2020-04-26,7,996
"GNB",2020-04-26,1,53
"GUY",2020-04-26,8,74
"HTI",2020-04-26,7,72
"VAT",2020-04-26,0,9
"HND",2020-04-26,59,627
"HUN",2020-04-26,272,2500
"ISL",2020-04-26,16,1792
"IND",2020-04-26,882,27890
"IDN",2020-04-26,743,8882
"IRN",2020-04-26,5710,90481
"IRQ",2020-04-26,87,1820
"IRL",2020-04-26,1087,19262
"ISR",2020-04-26,204,15385
"ITA",2020-04-26,26644,197675
"JAM",2020-04-26,7,350
"JPN",2020-04-26,395,13405
"JOR",2020-04-26,7,447
"KAZ",2020-04-26,26,2717
"KEN",2020-04-26,14,355
"KIR",2020-04-26,0,0
"KOR",2020-04-26,243,10738
"XXK",2020-04-26,20,731
"KWT",2020-04-26,20,3075
"KGZ",2020-04-26,8,682
"LAO",2020-04-26,0,19
"LVA",2020-04-26,12,812
"LBN",2020-04-26,24,707
"LSO",2020-04-26,0,0
"LBR",2020-04-26,12,124
"LBY",2020-04-26,2,61
"LIE",2020-04-26,1,82
"LTU",2020-04-26,31,1316
"LUX",2020-04-26,90,3723
"MDG",2020-04-26,0,124
"MWI",2020-04-26,3,34
"MYS",2020-04-26,98,5780
"MDV",2020-04-26,0,214
"MLI",2020-04-26,23,389
"MLT",2020-04-26,4,448
"MHL",2020-04-26,0,0
"MRT",2020-04-26,1,7
"MUS",2020-04-26,9,332
"MEX",2020-04-26,1351,14677
"FSM",2020-04-26,0,0
"MDA",2020-04-26,96,3408
"MCO",2020-04-26,4,94
"MNG",2020-04-26,0,38
"MNE",2020-04-26,7,321
"MAR",2020-04-26,161,4065
"MOZ",2020-04-26,0,76
"NAM",2020-04-26,0,16
"NPL",2020-04-26,0,52
"NLD",2020-04-26,4475,37845
"NZL",2020-04-26,19,1469
"NIC",2020-04-26,3,13
"NER",2020-04-26,29,696
"NGA",2020-04-26,40,1273
"MKD",2020-04-26,61,1386
"NOR",2020-04-26,201,7527
"OMN",2020-04-26,10,1998
"PAK",2020-04-26,292,13915
"PAN",2020-04-26,165,5779
"PNG",2020-04-26,0,8
"PRY",2020-04-26,9,228
"PER",2020-04-26,728,27517
"PHL",2020-04-26,503,7579
"POL",2020-04-26,535,11617
"PRT",2020-04-26,903,23864
"QAT",2020-04-26,10,10287
"ROU",2020-04-26,619,11036
"RUS",2020-04-26,747,80949
"RWA",2020-04-26,0,191
"KNA",2020-04-26,0,15
"LCA",2020-04-26,0,15
"VCT",2020-04-26,0,14
"WSM",2020-04-26,0,0
"SMR",2020-04-26,41,538
"STP",2020-04-26,0,4
"SAU",2020-04-26,139,17522
"SEN",2020-04-26,9,671
"SRB",2020-04-26,159,8042
"SYC",2020-04-26,0,11
"SLE",2020-04-26,4,93
"SGP",2020-04-26,12,13624
"SVK",2020-04-26,19,1379
"SVN",2020-04-26,82,1396
"SLB",2020-04-26,0,0
"SOM",2020-04-26,23,436
"ZAF",2020-04-26,87,4546
"SSD",2020-04-26,0,6
"ESP",2020-04-26,23190,207634
"LKA",2020-04-26,7,523
"SDN",2020-04-26,21,237
"SUR",2020-04-26,1,10
"SWE",2020-04-26,2426,18863
"CHE",2020-04-26,1610,29061
"SYR",2020-04-26,3,43
"TWN",2020-04-26,6,429
"TJK",2020-04-26,0,0
"TZA",2020-04-26,10,299
"THA",2020-04-26,51,2922
"TLS",2020-04-26,0,24
"TGO",2020-04-26,6,98
"TTO",2020-04-26,8,115
"TUN",2020-04-26,38,949
"TUR",2020-04-26,2805,110130
"USA",2020-04-26,57946,977151
"UGA",2020-04-26,0,79
"UKR",2020-04-26,209,8617
"ARE",2020-04-26,76,10349
"GBR",2020-04-26,23991,157729
"URY",2020-04-26,15,606
"UZB",2020-04-26,8,1869
"VUT",2020-04-26,0,0
"VEN",2020-04-26,10,325
"VNM",2020-04-26,0,270
"PSE",2020-04-26,2,342
"YEM",2020-04-26,0,1
"ZMB",2020-04-26,3,88
"ZWE",2020-04-26,4,31
"AUS",2020-04-26,83,6714
"CAN",2020-04-26,3374,48033
"CHN",2020-04-26,4637,83912
"AFG",2020-04-27,58,1704
"ALB",2020-04-27,28,736
"DZA",2020-04-27,432,3517
"AND",2020-04-27,40,743
"AGO",2020-04-27,2,27
"ATG",2020-04-27,3,24
"ARG",2020-04-27,197,4003
"ARM",2020-04-27,29,1808
"AUT",2020-04-27,549,15274
"AZE",2020-04-27,22,1678
"BHS",2020-04-27,11,80
"BHR",2020-04-27,8,2723
"BGD",2020-04-27,152,5913
"BRB",2020-04-27,6,80
"BLR",2020-04-27,75,11289
"BEL",2020-04-27,7207,46687
"BLZ",2020-04-27,2,18
"BEN",2020-04-27,1,64
"BTN",2020-04-27,0,7
"BOL",2020-04-27,53,1014
"BIH",2020-04-27,60,1565
"BWA",2020-04-27,1,22
"BRA",2020-04-27,4603,67446
"BRN",2020-04-27,1,138
"BGR",2020-04-27,58,1363
"BFA",2020-04-27,42,635
"MMR",2020-04-27,5,146
"BDI",2020-04-27,1,11
"CPV",2020-04-27,1,109
"KHM",2020-04-27,0,122
"CMR",2020-04-27,58,1705
"CAF",2020-04-27,0,19
"TCD",2020-04-27,0,46
"CHL",2020-04-27,198,15492
"COL",2020-04-27,253,5597
"COM",2020-04-27,0,0
"COG",2020-04-27,6,200
"COD",2020-04-27,28,459
"CRI",2020-04-27,6,697
"CIV",2020-04-27,14,1164
"HRV",2020-04-27,59,2039
"CUB",2020-04-27,56,1389
"CYP",2020-04-27,17,822
"CZE",2020-04-27,223,7445
"DNK",2020-04-27,427,8698
"DJI",2020-04-27,2,1035
"DMA",2020-04-27,0,16
"DOM",2020-04-27,282,6293
"ECU",2020-04-27,663,23240
"EGY",2020-04-27,337,4782
"SLV",2020-04-27,8,323
"GNQ",2020-04-27,1,258
"ERI",2020-04-27,0,39
"EST",2020-04-27,50,1647
"SWZ",2020-04-27,1,65
"ETH",2020-04-27,3,124
"FJI",2020-04-27,0,18
"FIN",2020-04-27,194,4695
"FRA",2020-04-27,23233,164592
"GAB",2020-04-27,3,211
"GMB",2020-04-27,1,10
"GEO",2020-04-27,6,497
"DEU",2020-04-27,6157,158758
"GHA",2020-04-27,11,1550
"GRC",2020-04-27,136,2534
"GRD",2020-04-27,0,18
"GTM",2020-04-27,15,530
"GIN",2020-04-27,7,1163
"GNB",2020-04-27,1,73
"GUY",2020-04-27,8,74
"HTI",2020-04-27,7,72
"VAT",2020-04-27,0,9
"HND",2020-04-27,61,661
"HUN",2020-04-27,280,2583
"ISL",2020-04-27,16,1792
"IND",2020-04-27,940,29451
"IDN",2020-04-27,765,9096
"IRN",2020-04-27,5806,91472
"IRQ",2020-04-27,88,1847
"IRL",2020-04-27,1102,19648
"ISR",2020-04-27,208,15513
"ITA",2020-04-27,26977,199414
"JAM",2020-04-27,7,364
"JPN",2020-04-27,417,13576
"JOR",2020-04-27,7,449
"KAZ",2020-04-27,26,2835
"KEN",2020-04-27,14,363
"KIR",2020-04-27,0,0
"KOR",2020-04-27,244,10752
"XXK",2020-04-27,21,763
"KWT",2020-04-27,22,3288
"KGZ",2020-04-27,8,695
"LAO",2020-04-27,0,19
"LVA",2020-04-27,13,818
"LBN",2020-04-27,24,710
"LSO",2020-04-27,0,0
"LBR",2020-04-27,12,124
"LBY",2020-04-27,2,61
"LIE",2020-04-27,1,82
"LTU",2020-04-27,32,1328
"LUX",2020-04-27,90,3729
"MDG",2020-04-27,0,128
"MWI",2020-04-27,3,36
"MYS",2020-04-27,99,5820
"MDV",2020-04-27,0,226
"MLI",2020-04-27,23,408
"MLT",2020-04-27,4,450
"MHL",2020-04-27,0,0
"MRT",2020-04-27,1,7
"MUS",2020-04-27,10,334
"MEX",2020-04-27,1434,15529
"FSM",2020-04-27,0,0
"MDA",2020-04-27,102,3481
"MCO",2020-04-27,4,95
"MNG",2020-04-27,0,38
"MNE",2020-04-27,7,321
"MAR",2020-04-27,162,4120
"MOZ",2020-04-27,0,76
"NAM",2020-04-27,0,16
"NPL",2020-04-27,0,52
"NLD",2020-04-27,4518,38245
"NZL",2020-04-27,19,1472
"NIC",2020-04-27,3,13
"NER",2020-04-27,29,701
"NGA",2020-04-27,40,1337
"MKD",2020-04-27,65,1399
"NOR",2020-04-27,205,7599
"OMN",2020-04-27,10,2049
"PAK",2020-04-27,312,14612
"PAN",2020-04-27,167,6021
"PNG",2020-04-27,0,8
"PRY",2020-04-27,9,228
"PER",2020-04-27,782,28699
"PHL",2020-04-27,513,7777
"POL",2020-04-27,562,11902
"PRT",2020-04-27,928,24027
